measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,United Kingdom of Great Britain and Northern Ireland,Male,95+ years,Stroke,Number,1990,880.9293909608028,1097.0512549079945,708.383816081267
Prevalence,United Kingdom of Great Britain and Northern Ireland,Female,95+ years,Stroke,Number,1990,3093.1452703810373,3857.179695422248,2463.31856686208
Prevalence,United Kingdom of Great Britain and Northern Ireland,Male,95+ years,Stroke,Percent,1990,0.0984004643110464,0.1225413373067441,0.0791270452631225
Prevalence,United Kingdom of Great Britain and Northern Ireland,Female,95+ years,Stroke,Percent,1990,0.0894704174675571,0.111570391126284,0.0712524381960329
Prevalence,United Kingdom of Great Britain and Northern Ireland,Male,95+ years,Stroke,Rate,1990,9840.020065041339,12254.11079643928,7912.67840023784
Prevalence,United Kingdom of Great Britain and Northern Ireland,Female,95+ years,Stroke,Rate,1990,8947.0389935596,11157.03729487558,7125.24157281479
Prevalence,United Kingdom of Great Britain and Northern Ireland,Male,95+ years,Stroke,Number,1991,928.2703918049532,1143.532336168268,752.3706713386442
Prevalence,United Kingdom of Great Britain and Northern Ireland,Female,95+ years,Stroke,Number,1991,3194.3630393213234,3955.243702548348,2567.3169980428
Prevalence,United Kingdom of Great Britain and Northern Ireland,Male,95+ years,Stroke,Percent,1991,0.0988947035270027,0.1218277444099538,0.0801550048113912
Prevalence,United Kingdom of Great Britain and Northern Ireland,Female,95+ years,Stroke,Percent,1991,0.0895388105525487,0.1108664674768618,0.0719625514017564
Prevalence,United Kingdom of Great Britain and Northern Ireland,Male,95+ years,Stroke,Rate,1991,9889.44410014532,12182.76400398311,8015.47454543366
Prevalence,United Kingdom of Great Britain and Northern Ireland,Female,95+ years,Stroke,Rate,1991,8953.87831833288,11086.645567842079,7196.25281224979
Prevalence,United Kingdom of Great Britain and Northern Ireland,Male,95+ years,Stroke,Number,1992,932.3733663429634,1136.3241626574445,760.5420421287323
Prevalence,United Kingdom of Great Britain and Northern Ireland,Female,95+ years,Stroke,Number,1992,3311.069207825556,4075.731659464225,2683.632305783024
Prevalence,United Kingdom of Great Britain and Northern Ireland,Male,95+ years,Stroke,Percent,1992,0.0992793295879219,0.1209959680111347,0.0809827185410928
Prevalence,United Kingdom of Great Britain and Northern Ireland,Female,95+ years,Stroke,Percent,1992,0.0895715941814995,0.1102573591181355,0.0725980664930582
Prevalence,United Kingdom of Great Britain and Northern Ireland,Male,95+ years,Stroke,Rate,1992,9927.906881185509,12099.57392707687,8098.247811492421
Prevalence,United Kingdom of Great Britain and Northern Ireland,Female,95+ years,Stroke,Rate,1992,8957.156738625701,11025.733685094121,7259.804517201291
Prevalence,United Kingdom of Great Britain and Northern Ireland,Male,95+ years,Stroke,Number,1993,893.5841576304672,1082.4349136421995,731.1734480770881
Prevalence,United Kingdom of Great Britain and Northern Ireland,Female,95+ years,Stroke,Number,1993,3413.048431262657,4180.276767018357,2778.989847044801
Prevalence,United Kingdom of Great Britain and Northern Ireland,Male,95+ years,Stroke,Percent,1993,0.0995819579847484,0.1206275446831285,0.0814827694249204
Prevalence,United Kingdom of Great Britain and Northern Ireland,Female,95+ years,Stroke,Percent,1993,0.0895558171616077,0.1096873006260824,0.0729185889600847
Prevalence,United Kingdom of Great Britain and Northern Ireland,Male,95+ years,Stroke,Rate,1993,9958.16988124915,12062.7370834632,8148.252569649279
Prevalence,United Kingdom of Great Britain and Northern Ireland,Female,95+ years,Stroke,Rate,1993,8955.579125661541,10968.72784203293,7291.8576943289
Prevalence,United Kingdom of Great Britain and Northern Ireland,Male,95+ years,Stroke,Number,1994,838.3210398985173,1010.9416782529102,684.7095726987645
Prevalence,United Kingdom of Great Britain and Northern Ireland,Female,95+ years,Stroke,Number,1994,3519.719601165667,4295.6122805751575,2882.3401541509197
Prevalence,United Kingdom of Great Britain and Northern Ireland,Male,95+ years,Stroke,Percent,1994,0.099806238920256,0.1203573705302442,0.0815180699989202
Prevalence,United Kingdom of Great Britain and Northern Ireland,Female,95+ years,Stroke,Percent,1994,0.0895141481205281,0.1092467918728233,0.0733042087265587
Prevalence,United Kingdom of Great Britain and Northern Ireland,Male,95+ years,Stroke,Rate,1994,9980.59810953531,12035.72631797822,8151.78283928707
Prevalence,United Kingdom of Great Britain and Northern Ireland,Female,95+ years,Stroke,Rate,1994,8951.41233555394,10924.67614305496,7330.4177987883395
Prevalence,United Kingdom of Great Britain and Northern Ireland,Male,95+ years,Stroke,Number,1995,795.581695390824,954.6212808738346,650.7682689184159
Prevalence,United Kingdom of Great Britain and Northern Ireland,Female,95+ years,Stroke,Number,1995,3647.4667653020742,4439.697507888787,3000.958259477303
Prevalence,United Kingdom of Great Britain and Northern Ireland,Male,95+ years,Stroke,Percent,1995,0.0999292173661094,0.1199052353170934,0.0817400553484243
Prevalence,United Kingdom of Great Britain and Northern Ireland,Female,95+ years,Stroke,Percent,1995,0.0894602330194823,0.1088910189215004,0.0736035471534831
Prevalence,United Kingdom of Great Britain and Northern Ireland,Male,95+ years,Stroke,Rate,1995,9992.89601893706,11990.5111599514,8173.96840751949
Prevalence,United Kingdom of Great Britain and Northern Ireland,Female,95+ years,Stroke,Rate,1995,8946.02095611656,10889.09906519799,7360.350951817831
Prevalence,United Kingdom of Great Britain and Northern Ireland,Male,95+ years,Stroke,Number,1996,786.3728813880903,937.4236913019564,646.9828463637078
Prevalence,United Kingdom of Great Britain and Northern Ireland,Female,95+ years,Stroke,Number,1996,3801.142696886168,4604.705601322105,3144.6358451921424
Prevalence,United Kingdom of Great Britain and Northern Ireland,Male,95+ years,Stroke,Percent,1996,0.0999346267859653,0.1191304366942327,0.0822206390311101
Prevalence,United Kingdom of Great Britain and Northern Ireland,Female,95+ years,Stroke,Percent,1996,0.0892956578727256,0.108172788390032,0.0738731423030374
Prevalence,United Kingdom of Great Britain and Northern Ireland,Male,95+ years,Stroke,Rate,1996,9993.43734954996,11913.031528342639,8222.0314235103
